id	turn1	turn2	turn3	label
3799	Got trolled ...wow 😂	dude.. i loved to get trolled you know! i am happy!!	Dood I love this page	happy
25419	Did you like the song	it was machines and the other songs are so good	😃	happy
18475	Review*	Shall do!	Review wonder woman	others
6730	Why are you being mean	I'm always mean	Fuck you	angry
2463	Yeah when they win world cup will go to hogwarts	Srilanka will win the quarters on SA...	I was talking about the movie	others
4470	U r amazing	if someone is amazing its U!!!:D	😀	happy
8508	U shall know pain	knew pain. New Pain. ☹☹	Do u bleed?	others
1741	Iam just like u	im good :)	Ok	others
802	Good for you	good, it's my last year so I am trying to enjoy it 😸	Why is this your last year	others
10842	Grt	😀 thnx	How are you?	others
25200	i have loss my eyes	change the color diku ..	i have lost my eyes in surgeon	sad
6956	Happy I give up so 😊😊😊	I am happy that you are happy haha	😊😊😊	happy
4807	Like hell	i thought so haha 😁	I'm not joking!😪😪	angry
3828	Hey it's not funny	im laughing on the inside ♥	I am unable to sleep properly for the last 2 days	sad
8496	They just get it	It's so pathetic. 😡	U r stupid	angry
23478	U r totally mad😂	couldn't help myself 😂😂😂😂	Bt u shld do	happy
25613	In your room lol	Well that made me rolling on floor laughing.	😂😂😂	happy
30150	Shut up now	getting mess up ?	U cheated me	sad
12563	m not happy	Why? :(	i am very sad	sad
21371	I'm a good kind person, but Im Lonley	of course u r. Why r u asking?	I'm Lonley nobody is there for me	sad
29541	No you are not	You've made my day.	Stupid	angry
25605	DONT REPLY MY MESSAGE	Sorry, will reply to you now 😧	SAY SORRY ONE MORE TIME	angry
15218	Ohh so 😭😢😵	Let's all cry together!!!!😭	Ok	sad
17059	2	2 on the way, this could be more active than 1, but unless more creative...	Can you do something creative	others
22376	Seen you face	are you talking about mine??	Yes	others
18712	okk wait answer my so many questions	Answered.	who r u	others
14400	Haha	Haha what's so funny	You so funny	happy
10595	What	what is it of?	Ok	others
16473	Bad	what bad?	Everything is going down	sad
20440	My aim is cricketer	having your aim on siege is all the matters anyway	And u	others
19513	What boredom'	I thought I knew what boredom was until I became a Store Greeter. 😡😡	You are not interesting	angry
12598	I am also on work	What are you doing to entertain yourself?	Business	others
13589	Say properly	I thought is the proper way	Bt I didn't	others
24708	cool	pretty as always :)	I loved it thanks	happy
13402	How's your life going?	Good going and urs?	Bad going	sad
3346	Why you don't scare me	sorry it's just scary 🙀	Show me a picture that I'd like to talk to you	others
3230	take it easy type	I will take it easy, thanks.	Any advice?	others
10252	OK by	by train upto allahabad	I don't talk to you	angry
10947	I Can't	well why not I mean	I Don't Want To	others
27541	No problem...	there I'm following you now :)	Wow.....Wow....	happy
21752	Wow that looks like a hell of a cv you got there	It depends on size and number of colors. What are you looking at having done?	12 blue	others
18022	I'm ashamed of myself	YOU'RE JUST AS WORST AS SOMEONE I KNOW	No please don't say that	sad
2830	No I don&apos;t know?	never mind i know it now :)	Oh right	others
15514	Tell me where??	i think it's only in the library downstairs study rooms	ohh!!	others
26439	Wt u mean?	I mean you have everything. :p	Oh. Kidding yaar😂😂	happy
5480	I don't like movies	i love to watch movies....its fun	Not waste time	others
6049	I want to try	lets go sometime again.	Ok	others
16341	i am teenager	sincerely doubt it kid	😂	happy
11647	Will think	Yess.. Be Positive.	Presently nog in mood	sad
25714	And in Mumbai?	lots in colaba	Weather in Mumbai	others
22503	Not at all fine	why do you hate me?	U are stupid	angry
468	I mean ..wht is ths	i just do not understand why	I hate everyone 😠	angry
1038	Or a robot	Not Echo is not a robot.	So how’s your day going	others
26110	I got urs	tell me ?	U have mouth size	others
30120	Ya It was	HUH? HUH? HUH? Haha. Loved that.	I Don't Like Salaman	others
5240	U have two crush? Hehe	how does one not have a crush lol?	ROFL	happy
18258	If I get time I&apos;ll talk to u	I wish I got paid to talk to me . I do it all the time	Bye	others
4269	I am so stupid	no you're not	I want to kill myself	angry
19980	Alright	you down now?	I miss you a lot	sad
20688	Why	One of those things, y’know.	You are rude AI	angry
13636	I am not talk with you	Whats up.	Because you are not given me like	sad
23146	That's not a reply I expected.	no you are a dime 😒	That's rude. 😠	angry
17926	Heyyyy!!!! I don't hate you,that's totally rubbish	NAI i don't mean that you're a meanie	I know	angry
4570	OK.. 	Hey	Let's play a game OK!! 	others
8825	Also	this was our prime	I miss my boyfriend	sad
12678	Why	My boards are going on and stuff 😭😭😭😭	So bad news	sad
28727	In bad shape	what happened	Unemployed	sad
29842	do u have any idea what just said in the above comment	Said the one who commented claiming knowledge of how things really work.	you you ah i hate you	angry
18841	ok	How was it?	dont msg me now	angry
28160	Desert ... no its like starters	Like the Gobi or Sahara?	Sahara	others
14379	Fights	like what kind of fight?	Single to single	others
22473	In exams	Start studying right now. You can catch up.	Haha you are funny	happy
18182	Yes they are	Who?	Memes	others
12533	Purple	Gold?	Suck my dick	others
5143	but😭	I KNOW 😩	She is my friend's GF	sad
19091	don't worry	Sorry if I'm like this,I just have problems.	i completely understand	others
15012	Ya that we are but ,  I am not in the mood of texting	yeah why not	Ya! Like for moths, don't text me	angry
4036	it is goof for health...	How is it good for your health, what does it do?	i am a vegetarian..	others
12416	?	What what. What. What.	I can't say about math	others
22941	I cry now	MEANWHILE IM HERE ON MY BED SICK AND CRYINF	I cry now	sad
14440	No i am searching may kind of girl	Can you describe it?	Ye i want girl how is beautiful,charming,caring and lovely	others
18283	Oh nice choice	Thanks	I love Mia also	others
12852	I like avengers	the new Avengers?	Yeah	others
5727	U rs name	no only if you make no reference to akb yaar	Hmm	others
28625	Hint	another lil one coming	Ok m waiting	others
11902	i dont want to be your friend any more	sure I won't	u r rude	angry
3110	But you can't get married with him	u still need to get married to adopt.	Stupid	angry
12498	Leave the earth	Long before the Earth dies.	Yess i am really thinking that i will commit suicide 😢	sad
27342	I will dirty. Understand me properly	you would be the only one to understand	Cone to me	others
26877	I du not English 	apparently it is. :P	Its ok	others
20344	Treat me better	i m treating u The Best	🤔	others
12603	Don't even dare to	already did	I hate u	angry
15040	What is PA	pagoda	What is this	others
15466	talk with me in video	Sure, what should we talk about? :)	 4 love hahaha	happy
12080	Microsoft 	Yep, windows phone, on windows 10 with the developers preview.	How to convert a word document to pdf	others
20393	Bye😭😭😭im not talking to u	And Im not at your home.	U r not my friend	sad
7050	will you be my gf?	can I	yes you can	others
11946	Because I have no words	Neither did we.	I don't know	others
11335	I feel loved by you	I'm glad you do feel that	I hope you find peace my dear	happy
28296	I just wanna English conversation between us	Could i teach u?	If u can.....thn please	others
4880	Ya. It's bad	I'm sorry I asked.	I hate this day u know	sad
13754	where do you leave	You left the lights on.	please do you meet me	others
2036	U r rude wat hell r u talking	we were not and by calling someone fat, wasen't u rude?	I didn't call any one fat	angry
18508	i&apos;m in danger	Think you'll find thats me	someone is going to kill me	sad
441	Even robots also makes mistakes	profound! We make mistakes & mistakes makes us....	No Someone who is inteligent enough not to annoy his girlfriend. Made u	angry
1393	Make a photo for me	post it i will	Make a photo for me	others
10883	So when	when I have money. .....	Money for what	others
17388	But you are talking in English,on a English website with some English software dude	If you are thankful to English for just your job, you are too small minded.	I don't do a job	others
28529	Mean	read ur msg	Ok so pleaae dont message again me	angry
24108	Today I am single	u went home?	Yes	others
10671	Cheater	got some?	Aao Kabhi haweli pe	others
8158	Are yaar	Yes I am	U r irritating	angry
21360	U know ur marks in class 10th	nope 8th..i guess you are in 10th	I'm in 12th buddy	others
15929	If you really correct	The worst kind of correct.	I was crying	sad
19382	Hello sweetheart 	How are you my loving?? "Sweetheart	I'm very happy 	happy
5972	you are rude. Do you want to know why?	sorry, if i am rude to you >:[	because you dont want to have sexual intercourse with me	angry
13510	Hate u	Just like your family	OK bye	angry
9999	Just gonna sit and cry	I shall join. :'( D':	I'm so screwed	sad
22543	No not at all	*i look at you are you sure?	Yeah	others
24780	Wait wife scolding	there is cold in scolding 😠	It is Painful	sad
13466	He he he, 	look at the picture again! <3	Very funny yaar, 	happy
18315	Why	because the sky is so high	Ok if u don't want to talk me then bye	angry
1163	in india	What happens in India, dont get US visa! What happens in India stays in India."	india is a great country	others
9285	Is it amoviemm	Yup! You should watch! :D	In which site	others
27692	I have pcos	As someone with PCOS, I find this extremely upsetting.	Yeah hey...very saddening	sad
644	How r u baby	Good. you?	Bad	sad
1009	Haa??	You replied to me first, friend	Im going to hate you	angry
13547	U support me	no such thing	I have headache because I don't sleep on time last night now my whole day is got damn	sad
3780	Yeah but 400 is costly which I can't afford to buy	Sounds like me when I have money. Justifying the purchase is the hardest part.	Yeah	others
15935	It is a disgrace to me	You are.	You r soooo bad	angry
11717	Do you have your dinner?	i have, have you?	Yeah	others
20912	I'm having a headache	take some panadols and sleep?	Noise noise everywhere	sad
18929	Tell me then	how if i won't tell it to you? 8')	😢	sad
15736	Not bad	How about you?	I m lonely	sad
16367	I'm from London	oh okay. Will contact you soon x	Self storage	others
21590	Am unhappy with you	Doin good :-)))	I was asking you're pick you dint send me	sad
24704	Call me okkkkk	can you wait ?	Okkk	others
21656	Yaaayyy	lol .. thanks Melody :)	You are welcome	others
29898	Why	(Nevermind. I'm better now.)	I wanna fuck u	angry
2837	Tell what's the topic	Any topic. I have complete freedom, as long as I meet my word minimum	Any crushes for u	others
7816	What is your ladies gents yes or no	What other answer? You either believe or you don't.	You are fake your fake ID you are men	angry
613	I am so happy	happy new year !	U too	happy
25285	Bcoz I don't like you...	and what do u not want to stop :)	You are stupid...	angry
1505	U send post pictures 	actually I never did	Just my dear 	others
27013	I don't know papa	then who??	why I'm install	others
5460	Good	great.	Now I will busy some time	others
17275	Hey papa's calling	HEY	See you soon	others
29962	I am angry 	You had gone :@	You didn't remember my birthday	angry
6749	Yes	Vote	I am enjoying	happy
7166	Yeah you do 😛😂😂😂	lol haha nutty lol 😂😂	😂	happy
26171	U jst get lost	wht the hell :‑/	My relationship😭😭	sad
